rvnm,stcd,stnm,tm,wptn,z
长江,60106000,万县,1774972800000,4,165.290
长江,60106000,万县,1774976400000,6,165.290
长江,60106000,万县,1774980000000,4,165.280
长江,60106000,万县,1774983600000,5,165.290
长江,60106000,万县,1774987200000,6,165.290
长江,60106000,万县,1774990800000,4,165.280
长江,60106000,万县,1774994400000,4,165.230
长江,60106000,万县,1774998000000,5,165.250
长江,60106000,万县,1775008800000,4,165.280
长江,60106000,万县,1775019600000,4,165.260
长江,60106000,万县,1775023200000,5,165.270
长江,60106000,万县,1775030400000,5,165.290
长江,60106000,万县,1775034000000,4,165.280
长江,60106000,万县,1775037600000,6,165.280
长江,60106000,万县,1775041200000,4,165.250
长江,60106000,万县,1775044800000,6,165.250
长江,60106000,万县,1775052000000,5,165.250
长江,60106000,万县,1775055600000,4,165.240
长江,60106000,万县,1775059200000,6,165.240
长江,60106000,万县,1775062800000,6,165.240
长江,60106000,万县,1775066400000,5,165.250
长江,60106000,万县,1775070000000,5,165.260
长江,60106000,万县,1775073600000,5,165.270
长江,60106000,万县,1775077200000,4,165.260
长江,60106000,万县,1775080800000,4,165.250
长江,60106000,万县,1775084400000,4,165.240
长江,60106000,万县,1775088000000,6,165.240
长江,60106000,万县,1775098800000,4,165.220
长江,60106000,万县,1775106000000,4,165.220
长江,60106000,万县,1775109600000,5,165.230
长江,60106000,万县,1775113200000,5,165.240
长江,60106000,万县,1775116800000,5,165.260
长江,60106000,万县,1775120400000,6,165.260
长江,60106000,万县,1775124000000,4,165.250
长江,60106000,万县,1775127600000,6,165.250
长江,60106000,万县,1775131200000,4,165.240
长江,60106000,万县,1775138400000,4,165.230
长江,60106000,万县,1775142000000,6,165.230
长江,60106000,万县,1775145600000,4,165.220
长江,60106000,万县,1775149200000,5,165.230
长江,60106000,万县,1775152800000,6,165.230
长江,60106000,万县,1775156400000,5,165.250
长江,60106000,万县,1775160000000,6,165.250
长江,60106000,万县,1775163600000,6,165.250
长江,60106000,万县,1775167200000,5,165.260
长江,60106000,万县,1775170800000,4,165.250
长江,60106000,万县,1775185200000,5,165.290
长江,60106000,万县,1775196000000,5,165.290
长江,60106000,万县,1775199600000,5,165.300
长江,60106000,万县,1775203200000,5,165.310
长江,60106000,万县,1775206800000,5,165.320
长江,60106000,万县,1775210400000,6,165.320
长江,60106000,万县,1775214000000,4,165.300
长江,60106000,万县,1775217600000,4,165.290
长江,60106000,万县,1775221200000,6,165.290
长江,60106000,万县,1775224800000,4,165.280
长江,60106000,万县,1775228400000,6,165.280
长江,60106000,万县,1775232000000,6,165.280
长江,60106000,万县,1775235600000,4,165.270
长江,60106000,万县,1775239200000,5,165.290
长江,60106000,万县,1775242800000,6,165.290
长江,60106000,万县,1775246400000,6,165.290
长江,60106000,万县,1775250000000,5,165.310
长江,60106000,万县,1775253600000,6,165.310
长江,60106000,万县,1775257200000,4,165.300
长江,60106000,万县,1775264400000,5,165.340
长江,60106000,万县,1775275200000,5,165.350
长江,60106000,万县,1775278800000,4,165.340
长江,60106000,万县,1775282400000,5,165.360
长江,60106000,万县,1775286000000,5,165.370
长江,60106000,万县,1775289600000,5,165.380
长江,60106000,万县,1775293200000,6,165.380
长江,60106000,万县,1775296800000,6,165.380
长江,60106000,万县,1775300400000,4,165.350
长江,60106000,万县,1775307600000,4,165.330
长江,60106000,万县,1775311200000,6,165.330
长江,60106000,万县,1775314800000,4,165.320
长江,60106000,万县,1775318400000,6,165.320
长江,60106000,万县,1775322000000,4,165.310
长江,60106000,万县,1775325600000,6,165.310
长江,60106000,万县,1775329200000,5,165.320
长江,60106000,万县,1775332800000,6,165.320
长江,60106000,万县,1775336400000,6,165.320
长江,60106000,万县,1775340000000,6,165.320
长江,60106000,万县,1775343600000,4,165.300
长江,60106000,万县,1775347200000,5,165.320
长江,60106000,万县,1775361600000,4,165.290
长江,60106000,万县,1775365200000,6,165.290
长江,60106000,万县,1775368800000,5,165.310
长江,60106000,万县,1775372400000,6,165.310
